region	chr	midPos	Nsites
(159098,159597)(159100,159599)(159100,159600)	Mt	159350	501	0.107122
(159198,159697)(159200,159699)(159200,159700)	Mt	159450	501	0.101174
(159298,159797)(159300,159799)(159300,159800)	Mt	159550	501	0.101183
(159398,159897)(159400,159899)(159400,159900)	Mt	159650	501	0.102668
(159498,159997)(159500,159999)(159500,160000)	Mt	159750	501	0.095360
(159598,160097)(159600,160099)(159600,160100)	Mt	159850	501	0.094878
(159698,160197)(159700,160199)(159700,160200)	Mt	159950	501	0.105965
(159798,160297)(159800,160299)(159800,160300)	Mt	160050	501	0.107807
(159898,160397)(159900,160399)(159900,160400)	Mt	160150	501	0.100152
(159998,160497)(160000,160499)(160000,160500)	Mt	160250	501	0.117727
(160098,160597)(160100,160599)(160100,160600)	Mt	160350	501	0.119117
(160198,160697)(160200,160699)(160200,160700)	Mt	160450	501	0.112296
(160298,160797)(160300,160799)(160300,160800)	Mt	160550	501	0.114203
(160398,160897)(160400,160899)(160400,160900)	Mt	160650	501	0.117028
(160498,160997)(160500,160999)(160500,161000)	Mt	160750	501	0.100994
(160598,161097)(160600,161099)(160600,161100)	Mt	160850	501	0.099137
(160698,161197)(160700,161199)(160700,161200)	Mt	160950	501	0.099606
(160798,161297)(160800,161299)(160800,161300)	Mt	161050	501	0.098556
(160898,161397)(160900,161399)(160900,161400)	Mt	161150	501	0.100706
(160998,161497)(161000,161499)(161000,161500)	Mt	161250	501	0.104403
(161098,161597)(161100,161599)(161100,161600)	Mt	161350	501	0.102906
(161198,161697)(161200,161699)(161200,161700)	Mt	161450	501	0.111160
(161298,161797)(161300,161799)(161300,161800)	Mt	161550	501	0.117741
(161398,161897)(161400,161899)(161400,161900)	Mt	161650	501	0.123634
(161498,161997)(161500,161999)(161500,162000)	Mt	161750	501	0.129960
(161598,162097)(161600,162099)(161600,162100)	Mt	161850	501	0.132761
(161698,162197)(161700,162199)(161700,162200)	Mt	161950	501	0.123399
(161798,162297)(161800,162299)(161800,162300)	Mt	162050	501	0.118987
(161898,162397)(161900,162399)(161900,162400)	Mt	162150	501	0.111112
(161998,162497)(162000,162499)(162000,162500)	Mt	162250	501	0.103802
(162098,162597)(162100,162599)(162100,162600)	Mt	162350	501	0.108611
(162198,162697)(162200,162699)(162200,162700)	Mt	162450	501	0.108680
(162298,162797)(162300,162799)(162300,162800)	Mt	162550	501	0.095527
(162398,162897)(162400,162899)(162400,162900)	Mt	162650	501	0.098174
(162498,162997)(162500,162999)(162500,163000)	Mt	162750	501	0.102402
(162598,163097)(162600,163099)(162600,163100)	Mt	162850	501	0.101928
(162698,163197)(162700,163199)(162700,163200)	Mt	162950	501	0.108293
(162798,163297)(162800,163299)(162800,163300)	Mt	163050	501	0.112669
(162898,163397)(162900,163399)(162900,163400)	Mt	163150	501	0.115690
(162998,163497)(163000,163499)(163000,163500)	Mt	163250	501	0.117962
(163098,163597)(163100,163599)(163100,163600)	Mt	163350	501	0.122480
(163198,163697)(163200,163699)(163200,163700)	Mt	163450	501	0.124088
(163298,163797)(163300,163799)(163300,163800)	Mt	163550	501	0.124672
(163398,163897)(163400,163899)(163400,163900)	Mt	163650	501	0.117167
(163498,163997)(163500,163999)(163500,164000)	Mt	163750	501	0.116992
(163598,164097)(163600,164099)(163600,164100)	Mt	163850	501	0.106821
(163698,164197)(163700,164199)(163700,164200)	Mt	163950	501	0.103704
(163798,164297)(163800,164299)(163800,164300)	Mt	164050	501	0.099087
(163898,164397)(163900,164399)(163900,164400)	Mt	164150	501	0.104718
(163998,164497)(164000,164499)(164000,164500)	Mt	164250	501	0.099288
(164098,164597)(164100,164599)(164100,164600)	Mt	164350	501	0.099906
(164198,164697)(164200,164699)(164200,164700)	Mt	164450	501	0.099109
(164298,164797)(164300,164799)(164300,164800)	Mt	164550	501	0.101781
(164398,164897)(164400,164899)(164400,164900)	Mt	164650	501	0.096445
(164498,164997)(164500,164999)(164500,165000)	Mt	164750	501	0.096352
(164598,165097)(164600,165099)(164600,165100)	Mt	164850	501	0.096334
(164698,165197)(164700,165199)(164700,165200)	Mt	164950	501	0.089183
(164798,165297)(164800,165299)(164800,165300)	Mt	165050	501	0.095051
(164898,165397)(164900,165399)(164900,165400)	Mt	165150	501	0.123218
(164998,165497)(165000,165499)(165000,165500)	Mt	165250	501	0.121272
(165098,165597)(165100,165599)(165100,165600)	Mt	165350	501	0.117143
(165198,165697)(165200,165699)(165200,165700)	Mt	165450	501	0.121643
(165298,165797)(165300,165799)(165300,165800)	Mt	165550	501	0.127197
(165398,165897)(165400,165899)(165400,165900)	Mt	165650	501	0.124374
(165498,165997)(165500,165999)(165500,166000)	Mt	165750	501	0.123303
(165598,166097)(165600,166099)(165600,166100)	Mt	165850	501	0.123093
(165698,166197)(165700,166199)(165700,166200)	Mt	165950	501	0.118635
(165798,166297)(165800,166299)(165800,166300)	Mt	166050	501	0.173791
(165898,166397)(165900,166399)(165900,166400)	Mt	166150	501	0.213979
(165998,166497)(166000,166499)(166000,166500)	Mt	166250	501	0.213113
(166098,166597)(166100,166599)(166100,166600)	Mt	166350	501	0.206278
(166198,166697)(166200,166699)(166200,166700)	Mt	166450	501	0.207446
(166298,166797)(166300,166799)(166300,166800)	Mt	166550	501	0.182455
(166398,166897)(166400,166899)(166400,166900)	Mt	166650	501	0.166048
(166498,166997)(166500,166999)(166500,167000)	Mt	166750	501	0.165751
(166598,167097)(166600,167099)(166600,167100)	Mt	166850	501	0.164758
(166698,167197)(166700,167199)(166700,167200)	Mt	166950	501	0.163553
(166798,167297)(166800,167299)(166800,167300)	Mt	167050	501	0.165003
(166898,167397)(166900,167399)(166900,167400)	Mt	167150	501	0.124825
(166998,167497)(167000,167499)(167000,167500)	Mt	167250	501	0.127869
(167098,167597)(167100,167599)(167100,167600)	Mt	167350	501	0.124056
(167198,167697)(167200,167699)(167200,167700)	Mt	167450	501	0.123861
(167298,167797)(167300,167799)(167300,167800)	Mt	167550	501	0.126932
(167398,167897)(167400,167899)(167400,167900)	Mt	167650	501	0.125649
(167498,167997)(167500,167999)(167500,168000)	Mt	167750	501	0.123735
(167598,168097)(167600,168099)(167600,168100)	Mt	167850	501	0.130783
(167698,168197)(167700,168199)(167700,168200)	Mt	167950	501	0.131864
(167798,168297)(167800,168299)(167800,168300)	Mt	168050	501	0.132111
(167898,168397)(167900,168399)(167900,168400)	Mt	168150	501	0.134824
(167998,168497)(168000,168499)(168000,168500)	Mt	168250	501	0.134365
(168098,168597)(168100,168599)(168100,168600)	Mt	168350	501	0.131001
(168198,168697)(168200,168699)(168200,168700)	Mt	168450	501	0.129655
(168298,168797)(168300,168799)(168300,168800)	Mt	168550	501	0.123315
(168398,168897)(168400,168899)(168400,168900)	Mt	168650	501	0.119459
(168498,168997)(168500,168999)(168500,169000)	Mt	168750	501	0.120804
(168598,169097)(168600,169099)(168600,169100)	Mt	168850	501	0.156225
(168698,169197)(168700,169199)(168700,169200)	Mt	168950	501	0.156749
(168798,169297)(168800,169299)(168800,169300)	Mt	169050	501	0.156943
(168898,169397)(168900,169399)(168900,169400)	Mt	169150	501	0.155155
(168998,169497)(169000,169499)(169000,169500)	Mt	169250	501	0.155492
(169098,169597)(169100,169599)(169100,169600)	Mt	169350	501	0.117965
(169198,169697)(169200,169699)(169200,169700)	Mt	169450	501	0.119085
(169298,169797)(169300,169799)(169300,169800)	Mt	169550	501	0.119374
(169398,169897)(169400,169899)(169400,169900)	Mt	169650	501	0.122578
(169498,169997)(169500,169999)(169500,170000)	Mt	169750	501	0.117691
(169598,170097)(169600,170099)(169600,170100)	Mt	169850	501	0.129467
(169698,170197)(169700,170199)(169700,170200)	Mt	169950	501	0.128520
(169798,170297)(169800,170299)(169800,170300)	Mt	170050	501	0.129133
(169898,170397)(169900,170399)(169900,170400)	Mt	170150	501	0.128986
(169998,170497)(170000,170499)(170000,170500)	Mt	170250	501	0.128513
(170098,170597)(170100,170599)(170100,170600)	Mt	170350	501	0.115324
(170198,170697)(170200,170699)(170200,170700)	Mt	170450	501	0.125804
(170298,170797)(170300,170799)(170300,170800)	Mt	170550	501	0.124958
(170398,170897)(170400,170899)(170400,170900)	Mt	170650	501	0.129760
(170498,170997)(170500,170999)(170500,171000)	Mt	170750	501	0.130944
(170598,171097)(170600,171099)(170600,171100)	Mt	170850	501	0.132658
(170698,171197)(170700,171199)(170700,171200)	Mt	170950	501	0.125203
(170798,171297)(170800,171299)(170800,171300)	Mt	171050	501	0.133908
(170898,171397)(170900,171399)(170900,171400)	Mt	171150	501	0.132928
(170998,171497)(171000,171499)(171000,171500)	Mt	171250	501	0.129978
(171098,171597)(171100,171599)(171100,171600)	Mt	171350	501	0.131884
(171198,171697)(171200,171699)(171200,171700)	Mt	171450	501	0.137289
(171298,171797)(171300,171799)(171300,171800)	Mt	171550	501	0.183027
(171398,171897)(171400,171899)(171400,171900)	Mt	171650	501	0.184209
(171498,171997)(171500,171999)(171500,172000)	Mt	171750	501	0.186672
(171598,172097)(171600,172099)(171600,172100)	Mt	171850	501	0.188185
(171698,172197)(171700,172199)(171700,172200)	Mt	171950	501	0.197080
(171798,172297)(171800,172299)(171800,172300)	Mt	172050	501	0.122523
(171898,172397)(171900,172399)(171900,172400)	Mt	172150	501	0.124413
(171998,172497)(172000,172499)(172000,172500)	Mt	172250	501	0.125232
(172098,172597)(172100,172599)(172100,172600)	Mt	172350	501	0.123436
(172198,172697)(172200,172699)(172200,172700)	Mt	172450	501	0.121596
(172298,172797)(172300,172799)(172300,172800)	Mt	172550	501	0.144702
(172398,172897)(172400,172899)(172400,172900)	Mt	172650	501	0.147493
(172498,172997)(172500,172999)(172500,173000)	Mt	172750	501	0.147426
(172598,173097)(172600,173099)(172600,173100)	Mt	172850	501	0.148847
(172698,173197)(172700,173199)(172700,173200)	Mt	172950	501	0.148496
(172798,173297)(172800,173299)(172800,173300)	Mt	173050	501	0.133236
(172898,173397)(172900,173399)(172900,173400)	Mt	173150	501	0.127074
(172998,173497)(173000,173499)(173000,173500)	Mt	173250	501	0.124812
(173098,173597)(173100,173599)(173100,173600)	Mt	173350	501	0.121417
(173198,173697)(173200,173699)(173200,173700)	Mt	173450	501	0.123538
(173298,173797)(173300,173799)(173300,173800)	Mt	173550	501	0.117898
(173398,173897)(173400,173899)(173400,173900)	Mt	173650	501	0.122212
(173498,173997)(173500,173999)(173500,174000)	Mt	173750	501	0.123597
(173598,174097)(173600,174099)(173600,174100)	Mt	173850	501	0.130381
(173698,174197)(173700,174199)(173700,174200)	Mt	173950	501	0.130365
(173798,174297)(173800,174299)(173800,174300)	Mt	174050	501	0.135984
(173898,174397)(173900,174399)(173900,174400)	Mt	174150	501	0.134423
(173998,174497)(174000,174499)(174000,174500)	Mt	174250	501	0.135311
(174098,174597)(174100,174599)(174100,174600)	Mt	174350	501	0.134076
(174198,174697)(174200,174699)(174200,174700)	Mt	174450	501	0.133538
(174298,174797)(174300,174799)(174300,174800)	Mt	174550	501	0.126849
(174398,174897)(174400,174899)(174400,174900)	Mt	174650	501	0.127048
(174498,174997)(174500,174999)(174500,175000)	Mt	174750	501	0.108309
(174598,175097)(174600,175099)(174600,175100)	Mt	174850	501	0.084381
(174698,175197)(174700,175199)(174700,175200)	Mt	174950	501	0.085543
(174798,175297)(174800,175299)(174800,175300)	Mt	175050	501	0.109921
(174898,175397)(174900,175399)(174900,175400)	Mt	175150	501	0.108180
(174998,175497)(175000,175499)(175000,175500)	Mt	175250	501	0.109071
(175098,175597)(175100,175599)(175100,175600)	Mt	175350	501	0.110006
(175198,175697)(175200,175699)(175200,175700)	Mt	175450	501	0.110050
(175298,175797)(175300,175799)(175300,175800)	Mt	175550	501	0.103327
(175398,175897)(175400,175899)(175400,175900)	Mt	175650	501	0.102954
(175498,175997)(175500,175999)(175500,176000)	Mt	175750	501	0.105375
(175598,176097)(175600,176099)(175600,176100)	Mt	175850	501	0.111133
(175698,176197)(175700,176199)(175700,176200)	Mt	175950	501	0.116540
(175798,176297)(175800,176299)(175800,176300)	Mt	176050	501	0.105908
(175898,176397)(175900,176399)(175900,176400)	Mt	176150	501	0.104934
(175998,176497)(176000,176499)(176000,176500)	Mt	176250	501	0.098946
(176098,176597)(176100,176599)(176100,176600)	Mt	176350	501	0.097713
(176198,176697)(176200,176699)(176200,176700)	Mt	176450	501	0.099173
(176298,176797)(176300,176799)(176300,176800)	Mt	176550	501	0.101777
(176398,176897)(176400,176899)(176400,176900)	Mt	176650	501	0.102391
(176498,176997)(176500,176999)(176500,177000)	Mt	176750	501	0.096888
(176598,177097)(176600,177099)(176600,177100)	Mt	176850	501	0.086822
(176698,177197)(176700,177199)(176700,177200)	Mt	176950	501	0.090898
(176798,177297)(176800,177299)(176800,177300)	Mt	177050	501	0.096800
(176898,177397)(176900,177399)(176900,177400)	Mt	177150	501	0.099879
(176998,177497)(177000,177499)(177000,177500)	Mt	177250	501	0.106178
(177098,177597)(177100,177599)(177100,177600)	Mt	177350	501	0.116573
(177198,177697)(177200,177699)(177200,177700)	Mt	177450	501	0.103780
(177298,177797)(177300,177799)(177300,177800)	Mt	177550	501	0.102709
(177398,177897)(177400,177899)(177400,177900)	Mt	177650	501	0.102000
(177498,177997)(177500,177999)(177500,178000)	Mt	177750	501	0.100678
(177598,178097)(177600,178099)(177600,178100)	Mt	177850	501	0.091376
(177698,178197)(177700,178199)(177700,178200)	Mt	177950	501	0.104694
(177798,178297)(177800,178299)(177800,178300)	Mt	178050	501	0.113238
(177898,178397)(177900,178399)(177900,178400)	Mt	178150	501	0.104244
(177998,178497)(178000,178499)(178000,178500)	Mt	178250	501	0.101754
(178098,178597)(178100,178599)(178100,178600)	Mt	178350	501	0.105930
(178198,178697)(178200,178699)(178200,178700)	Mt	178450	501	0.105574
(178298,178797)(178300,178799)(178300,178800)	Mt	178550	501	0.100465
(178398,178897)(178400,178899)(178400,178900)	Mt	178650	501	0.107358
(178498,178997)(178500,178999)(178500,179000)	Mt	178750	501	0.118950
(178598,179097)(178600,179099)(178600,179100)	Mt	178850	501	0.124022
(178698,179197)(178700,179199)(178700,179200)	Mt	178950	501	0.120890
(178798,179297)(178800,179299)(178800,179300)	Mt	179050	501	0.121833
(178898,179397)(178900,179399)(178900,179400)	Mt	179150	501	0.117653
(178998,179497)(179000,179499)(179000,179500)	Mt	179250	501	0.113945
(179098,179597)(179100,179599)(179100,179600)	Mt	179350	501	0.111212
(179198,179697)(179200,179699)(179200,179700)	Mt	179450	501	0.108895
(179298,179797)(179300,179799)(179300,179800)	Mt	179550	501	0.106916
(179398,179897)(179400,179899)(179400,179900)	Mt	179650	501	0.106573
(179498,179997)(179500,179999)(179500,180000)	Mt	179750	501	0.098452
(179598,180097)(179600,180099)(179600,180100)	Mt	179850	501	0.100124
(179698,180197)(179700,180199)(179700,180200)	Mt	179950	501	0.097723
(179798,180297)(179800,180299)(179800,180300)	Mt	180050	501	0.092337
(179898,180397)(179900,180399)(179900,180400)	Mt	180150	501	0.099879
(179998,180497)(180000,180499)(180000,180500)	Mt	180250	501	0.103282
(180098,180597)(180100,180599)(180100,180600)	Mt	180350	501	0.096917
(180198,180697)(180200,180699)(180200,180700)	Mt	180450	501	0.102838
(180298,180797)(180300,180799)(180300,180800)	Mt	180550	501	0.109400
(180398,180897)(180400,180899)(180400,180900)	Mt	180650	501	0.111567
(180498,180997)(180500,180999)(180500,181000)	Mt	180750	501	0.117867
(180598,181097)(180600,181099)(180600,181100)	Mt	180850	501	0.119712
(180698,181197)(180700,181199)(180700,181200)	Mt	180950	501	0.112023
(180798,181297)(180800,181299)(180800,181300)	Mt	181050	501	0.119799
(180898,181397)(180900,181399)(180900,181400)	Mt	181150	501	0.108297
(180998,181497)(181000,181499)(181000,181500)	Mt	181250	501	0.106847
(181098,181597)(181100,181599)(181100,181600)	Mt	181350	501	0.110235
(181198,181697)(181200,181699)(181200,181700)	Mt	181450	501	0.110485
(181298,181797)(181300,181799)(181300,181800)	Mt	181550	501	0.098657
(181398,181897)(181400,181899)(181400,181900)	Mt	181650	501	0.102619
(181498,181997)(181500,181999)(181500,182000)	Mt	181750	501	0.099282
(181598,182097)(181600,182099)(181600,182100)	Mt	181850	501	0.102064
(181698,182197)(181700,182199)(181700,182200)	Mt	181950	501	0.106847
(181798,182297)(181800,182299)(181800,182300)	Mt	182050	501	0.107666
(181898,182397)(181900,182399)(181900,182400)	Mt	182150	501	0.118981
(181998,182497)(182000,182499)(182000,182500)	Mt	182250	501	0.117401
(182098,182597)(182100,182599)(182100,182600)	Mt	182350	501	0.114416
(182198,182697)(182200,182699)(182200,182700)	Mt	182450	501	0.113943
(182298,182797)(182300,182799)(182300,182800)	Mt	182550	501	0.118546
(182398,182897)(182400,182899)(182400,182900)	Mt	182650	501	0.110723
(182498,182997)(182500,182999)(182500,183000)	Mt	182750	501	0.114893
(182598,183097)(182600,183099)(182600,183100)	Mt	182850	501	0.111833
(182698,183197)(182700,183199)(182700,183200)	Mt	182950	501	0.116301
(182798,183297)(182800,183299)(182800,183300)	Mt	183050	501	0.111165
(182898,183397)(182900,183399)(182900,183400)	Mt	183150	501	0.114736
(182998,183497)(183000,183499)(183000,183500)	Mt	183250	501	0.120627
(183098,183597)(183100,183599)(183100,183600)	Mt	183350	501	0.118674
(183198,183697)(183200,183699)(183200,183700)	Mt	183450	501	0.123111
(183298,183797)(183300,183799)(183300,183800)	Mt	183550	501	0.134932
(183398,183897)(183400,183899)(183400,183900)	Mt	183650	501	0.134730
(183498,183997)(183500,183999)(183500,184000)	Mt	183750	501	0.135186
(183598,184097)(183600,184099)(183600,184100)	Mt	183850	501	0.137553
(183698,184197)(183700,184199)(183700,184200)	Mt	183950	501	0.122786
(183798,184297)(183800,184299)(183800,184300)	Mt	184050	501	0.113784
(183898,184397)(183900,184399)(183900,184400)	Mt	184150	501	0.116756
(183998,184497)(184000,184499)(184000,184500)	Mt	184250	501	0.103347
(184098,184597)(184100,184599)(184100,184600)	Mt	184350	501	0.105562
(184198,184697)(184200,184699)(184200,184700)	Mt	184450	501	0.109897
(184298,184797)(184300,184799)(184300,184800)	Mt	184550	501	0.107514
(184398,184897)(184400,184899)(184400,184900)	Mt	184650	501	0.096809
(184498,184997)(184500,184999)(184500,185000)	Mt	184750	501	0.109312
(184598,185097)(184600,185099)(184600,185100)	Mt	184850	501	0.106021
(184698,185197)(184700,185199)(184700,185200)	Mt	184950	501	0.110834
(184798,185297)(184800,185299)(184800,185300)	Mt	185050	501	0.107861
(184898,185397)(184900,185399)(184900,185400)	Mt	185150	501	0.104284
(184998,185497)(185000,185499)(185000,185500)	Mt	185250	501	0.096400
(185098,185597)(185100,185599)(185100,185600)	Mt	185350	501	0.095186
(185198,185697)(185200,185699)(185200,185700)	Mt	185450	501	0.086423
(185298,185797)(185300,185799)(185300,185800)	Mt	185550	501	0.093607
(185398,185897)(185400,185899)(185400,185900)	Mt	185650	501	0.103107
(185498,185997)(185500,185999)(185500,186000)	Mt	185750	501	0.117129
